"","Seascapes","lag","si","cmi","bcmi","z"
"1","1 & 2",0,1.36290756657152,0.61267060891891,0.46670863135446,2.85270179452599
"2","1 & 2",1,1.36290756657152,0.658933281401853,0.56264835635678,3.0306347237855
"3","1 & 2",2,1.36290756657152,0.508085019016495,0.424927097722957,3.2739289937942
"4","1 & 2",3,1.36290756657152,0.418786994977052,0.281015098390161,2.1988345546843
"5","1 & 2",4,1.36290756657152,0.326155273791009,0.181700788550481,1.8783148491154
"6","1 & 2",5,1.36290756657152,0.246509101981844,0.137905405568198,2.06391094279352
"7","1 & 2",6,1.36290756657152,0.252591139049352,0.166860589724492,1.9490442273614
"8","1 & 2",7,1.36290756657152,0.251072188009164,0.111036652919445,1.19838856719652
"9","1 & 2",8,1.36290756657152,0.304397562204562,0.173608500640108,1.64916274274778
"10","1 & 2",9,1.36290756657152,0.330186672482744,0.232341440897053,2.36798093433228
"11","1 & 2",10,1.36290756657152,0.266694530935882,0.157061821214371,1.85197773793862
"12","1 & 3",0,1.36290756657152,0.395000847043106,0.268924858943949,2.54023848605872
"13","1 & 3",1,1.36290756657152,0.41400679303394,0.330201073742928,3.28036892435154
"14","1 & 3",2,1.36290756657152,0.304254766463127,0.154152150078812,1.52106598336134
"15","1 & 3",3,1.36290756657152,0.380861289608498,0.266454166857076,2.66800969889942
"16","1 & 3",4,1.36290756657152,0.258636154350116,0.130363615786869,1.82067934457651
"17","1 & 3",5,1.36290756657152,0.237170921269313,0.0996427198614675,1.33607660051883
"18","1 & 3",6,1.36290756657152,0.28327108690991,0.13633259424803,1.56268413155407
"19","1 & 3",7,1.36290756657152,0.281266596810225,0.169423284764272,2.59424354312956
"20","1 & 3",8,1.36290756657152,0.287093933659506,0.155826053269202,1.48827363916267
"21","1 & 3",9,1.36290756657152,0.320657098333693,0.165975125346168,1.39458262274266
"22","1 & 3",10,1.36290756657152,0.363387840555931,0.155545925669725,1.04631394370383
"23","1 & 4",0,1.36290756657152,0.520303456828589,0.43613268509069,3.34287135030723
"24","1 & 4",1,1.36290756657152,0.439333693098516,0.348142218418688,2.95146761009741
"25","1 & 4",2,1.36290756657152,0.373079781842819,0.26361950822202,2.12800999624077
"26","1 & 4",3,1.36290756657152,0.345651721153696,0.222184026607115,1.95440061114577
"27","1 & 4",4,1.36290756657152,0.31678667311689,0.229785271681995,2.63764789424346
"28","1 & 4",5,1.36290756657152,0.308144859094448,0.208137552491261,1.53605048270222
"29","1 & 4",6,1.36290756657152,0.358992014008215,0.232796817100325,1.9169005014111
"30","1 & 4",7,1.36290756657152,0.43530866654157,0.34799730821981,2.68453994874894
"31","1 & 4",8,1.36290756657152,0.331877519583121,0.213262290737156,1.98189751405495
"32","1 & 4",9,1.36290756657152,0.317689070522539,0.147091823228709,1.43984107119093
"33","1 & 4",10,1.36290756657152,0.300811426640132,0.104198621702433,1.04458117269965
"34","1 & 5",0,1.36290756657152,0.474175191830863,0.393033082632192,3.53403270751919
"35","1 & 5",1,1.36290756657152,0.336446395453117,0.205033713663096,1.50318941185158
"36","1 & 5",2,1.36290756657152,0.325290541042983,0.192321155884193,2.0046793526216
"37","1 & 5",3,1.36290756657152,0.297964137822914,0.174630710085703,1.93006979544139
"38","1 & 5",4,1.36290756657152,0.274668922671737,0.172101690462902,1.68798865080063
"39","1 & 5",5,1.36290756657152,0.297981591034886,0.177040718311166,1.37331851335767
"40","1 & 5",6,1.36290756657152,0.278174059775284,0.169418126053231,1.86908004535431
"41","1 & 5",7,1.36290756657152,0.393696624132369,0.331596385344415,2.17711927451559
"42","1 & 5",8,1.36290756657152,0.407707866195444,0.330909492236461,2.87657542945335
"43","1 & 5",9,1.36290756657152,0.311494320675891,0.19804158239404,1.83946939660783
"44","1 & 5",10,1.36290756657152,0.356141110079295,0.28862993218279,2.54848655864879
"45","1 & 6",0,1.36290756657152,0.478585933656485,0.359747931374542,3.45657454528198
"46","1 & 6",1,1.36290756657152,0.347525734238653,0.156152731188508,1.54631382725821
"47","1 & 6",2,1.36290756657152,0.426487851611429,0.32249722072447,2.95980606219632
"48","1 & 6",3,1.36290756657152,0.351466338142541,0.183473266868283,1.32252551643973
"49","1 & 6",4,1.36290756657152,0.388827979639238,0.242608513052626,2.94738606466675
"50","1 & 6",5,1.36290756657152,0.327355841743283,0.194524624227651,1.97278030836367
"51","1 & 6",6,1.36290756657152,0.401408538420778,0.255375963000612,1.84942291423045
"52","1 & 6",7,1.36290756657152,0.524960296818056,0.421423818856936,3.68204699593776
"53","1 & 6",8,1.36290756657152,0.449635795344226,0.318980753917176,2.59398065090708
"54","1 & 6",9,1.36290756657152,0.373405291016628,0.184585640815479,1.3527044075546
"55","1 & 6",10,1.36290756657152,0.560498235876572,0.4295280057723,3.08299916398302
"56","1 & 7",0,1.36290756657152,0.446437264958111,0.348072857240971,2.46294696906313
"57","1 & 7",1,1.36290756657152,0.449715115341038,0.34591798625394,2.86300811957614
"58","1 & 7",2,1.36290756657152,0.431864889957021,0.327730009692632,2.99336728150062
"59","1 & 7",3,1.36290756657152,0.390462134507392,0.25453013052612,2.13698973151385
"60","1 & 7",4,1.36290756657152,0.359613856091401,0.256712522236802,2.67629461737557
"61","1 & 7",5,1.36290756657152,0.432546028560381,0.355419856934902,2.53599903566736
"62","1 & 7",6,1.36290756657152,0.457200972777147,0.361535210671371,3.29627223713256
"63","1 & 7",7,1.36290756657152,0.387324537668952,0.20360625888851,1.70738710890464
"64","1 & 7",8,1.36290756657152,0.406330217492068,0.275572037504679,2.1787576980247
"65","1 & 7",9,1.36290756657152,0.374056171797982,0.200227951335087,1.90198019692344
"66","1 & 7",10,1.36290756657152,0.490591227172464,0.39454635680727,3.13800585603707
"67","1 & 8",0,1.36290756657152,0.458429838561449,0.351057130963103,3.82402756197663
"68","1 & 8",1,1.36290756657152,0.455325569869018,0.347832780512365,3.1194541462875
"69","1 & 8",2,1.36290756657152,0.339497990050324,0.21594686510362,1.93035273851772
