"","fit","se.fit","Year","Seascapenr","Ship","DayNight","uprP","lwrP","uprS","lwrS","ci_width"
"113",-3.00603026675612,0.0999087054524724,2003,3,"WAH3","D",-2.80621285585118,-3.20584767766107,-2.66665122025435,-3.3454093132579,0.678758093003548
"114",-2.98104763518657,0.100844725318684,2004,3,"WAH3","D",-2.7793581845492,-3.18273708582394,-2.63848903062464,-3.3236062397485,0.685117209123866
"115",-2.95406894978761,0.101672078111987,2005,3,"WAH3","D",-2.75072479356363,-3.15741310601158,-2.60869991743722,-3.29943798213799,0.690738064700773
"116",-2.92139561600031,0.101513160307835,2006,3,"WAH3","D",-2.71836929538464,-3.12442193661598,-2.5765664102106,-3.26622482179003,0.689658411579435
"117",-2.87863859903197,0.100635609390855,2007,3,"WAH3","D",-2.67736738025026,-3.07990981781368,-2.53679033861746,-3.22048685944648,0.683696520829023
"118",-2.82254640731994,0.100141478884503,2008,3,"WAH3","D",-2.62226344955093,-3.02282936508895,-2.48237665469245,-3.16271615994743,0.680339505254977
"119",-2.75275721065025,0.100555293375644,2009,3,"WAH3","D",-2.55164662389896,-2.95386779740153,-2.41118177503651,-3.09433264626398,0.683150871227465
"120",-2.67291593371059,0.101280998442496,2010,3,"WAH3","D",-2.47035393682559,-2.87547793059558,-2.3288753566208,-3.01695651080037,0.688081154179568
"121",-2.59075492072477,0.101767759046992,2011,3,"WAH3","D",-2.38721940263079,-2.79429043881876,-2.24506087060599,-2.93644897084356,0.691388100237577
"122",-2.51701035571883,0.102566462258321,2012,3,"WAH3","D",-2.31187743120219,-2.72214328023547,-2.16860319733714,-2.86541751410052,0.696814316763377
"123",-2.4633639145952,0.104473057871004,2013,3,"WAH3","D",-2.25441779885319,-2.6723100303372,-2.10848025751235,-2.81824757167804,0.709767314165685
"124",-2.43987918283308,0.106786726238666,2014,3,"WAH3","D",-2.22630573035575,-2.65345263531042,-2.07713624501006,-2.8026221206561,0.725485875646037
"125",-2.45257637170978,0.107549938678054,2015,3,"WAH3","D",-2.23747649435367,-2.66767624906589,-2.08724088393043,-2.81791185948913,0.730670975558694
"126",-2.50181679543241,0.106191340806829,2016,3,"WAH3","D",-2.28943411381875,-2.71419947704607,-2.14109631740649,-2.86253727345833,0.72144095605184
"127",-2.58204829922068,0.105898667679194,2017,3,"WAH3","D",-2.37025096386229,-2.79384563457907,-2.22232200009583,-2.94177459834554,0.719452598249712
"128",-2.68323035752565,0.112430652877075,2018,3,"WAH3","D",-2.4583690517715,-2.9080916632798,-2.30131561247728,-3.06514510257402,0.763829490096739
"129",-2.79397947814877,0.128626166422078,2019,3,"WAH3","D",-2.53672714530461,-3.05123181099293,-2.35705032850355,-3.23090862779399,0.873858299290439
"130",-3.77662546404146,0.207349317316425,1977,4,"WAH3","D",-3.36192682940861,-4.19132409867431,-3.07228230110139,-4.48096862698153,1.40868632588014
"131",-3.63686488728129,0.17316293193208,1978,4,"WAH3","D",-3.29053902341713,-3.98319075114545,-3.04864917111912,-4.22508060344345,1.17643143232433
"132",-3.4977507197442,0.146226791164269,1979,4,"WAH3","D",-3.20529713741566,-3.79020430207274,-3.00103415502051,-3.9944672844679,0.993433129447394
"133",-3.36022137037893,0.128183317649779,1980,4,"WAH3","D",-3.10385473507937,-3.61658800567848,-2.92479653002695,-3.79564621073091,0.870849680703961
"134",-3.22545337886488,0.117551197717452,1981,4,"WAH3","D",-2.99035098342998,-3.46055577429979,-2.82614469784641,-3.62476205988336,0.798617362036956
"135",-3.09482381800673,0.11120036209506,1982,4,"WAH3","D",-2.87242309381661,-3.31722454219685,-2.71708823743286,-3.4725593985806,0.755471161147743
"136",-2.97000358394357,0.107025030996852,1983,4,"WAH3","D",-2.75595352194987,-3.18405364593728,-2.60645115067926,-3.33355601720789,0.727104866528636
"137",-2.85310890056683,0.104407126599527,1984,4,"WAH3","D",-2.64429464736778,-3.06192315376588,-2.498449204869,-3.20776859626466,0.709319391395652
"138",-2.74677148963585,0.103022104643301,1985,4,"WAH3","D",-2.54072728034924,-2.95281569892245,-2.39681656344493,-3.09672641582676,0.699909852381825
"139",-2.65398418464197,0.102259569126609,1986,4,"WAH3","D",-2.44946504638875,-2.85850332289519,-2.30661950897434,-3.0013488603096,0.694729351335257
"140",-2.57765058960347,0.101729339660716,1987,4,"WAH3","D",-2.37419191028204,-2.78110926892491,-2.23208704597681,-2.92321413323014,0.691127087253328
"141",-2.51989285509551,0.101607462294661,1988,4,"WAH3","D",-2.31667793050619,-2.72310777968484,-2.17474331567493,-2.86504239451609,0.690299078841157
"142",-2.48130195005556,0.102128355241165,1989,4,"WAH3","D",-2.27704523957323,-2.68555866053789,-2.1343829937387,-2.82822090637243,0.693837912633732
"143",-2.46039297536343,0.102980563143282,1990,4,"WAH3","D",-2.25443184907687,-2.66635410164999,-2.11057916114672,-2.81020678958013,0.699627628433411
"144",-2.45351234747452,0.103521848888965,1991,4,"WAH3","D",-2.24646864969659,-2.66055604525245,-2.10185984423243,-2.8051648507166,0.703305006484164
"145",-2.45532630709693,0.10348773046669,1992,4,"WAH3","D",-2.24835084616355,-2.66230176803031,-2.10378970043831,-2.80686291375555,0.70307321331724
"146",-2.45983369754289,0.103205280896493,1993,4,"WAH3","D",-2.25342313574991,-2.66624425933588,-2.10925654146852,-2.81041085361726,0.701154312148737
"147",-2.46165376684503,0.103072882210956,1994,4,"WAH3","D",-2.25550800242312,-2.66779953126694,-2.11152635475896,-2.8117811789311,0.700254824172143
"148",-2.4572140397557,0.103046156875842,1995,4,"WAH3","D",-2.25112172600402,-2.66330635350739,-2.1071774107371,-2.8072506687743,0.700073258037198
"149",-2.44545777432892,0.102817205121564,1996,4,"WAH3","D",-2.23982336408579,-2.65109218457205,-2.09619886961082,-2.79471667904702,0.6985178094362
"150",-2.42781849924483,0.102359402321111,1997,4,"WAH3","D",-2.22309969460261,-2.63253730388705,-2.08011470103322,-2.77552229745645,0.695407596423229
"151",-2.40743567063689,0.102017940128622,1998,4,"WAH3","D",-2.20339979037964,-2.61147155089413,-2.06089178249295,-2.75397955878082,0.693087776287871
"152",-2.38783712370712,0.102023150511633,1999,4,"WAH3","D",-2.18379082268385,-2.59188342473039,-2.04127553645668,-2.73439871095756,0.693123174500872
"153",-2.37150342627634,0.102152668884584,2000,4,"WAH3","D",-2.16719808850717,-2.57580876404551,-2.02450187914736,-2.71850497340532,0.694003094257959
"154",-2.3587864208755,0.102058297241021,2001,4,"WAH3","D",-2.15466982639345,-2.56290301535754,-2.01210544399376,-2.70546739775723,0.693361953763462
"155",-2.34755261092731,0.101780602519342,2002,4,"WAH3","D",-2.14399140588862,-2.55111381596599,-2.00181493292464,-2.69329028892998,0.691475356005339
"156",-2.33369006725713,0.101695799600438,2003,4,"WAH3","D",-2.13029846805625,-2.53708166645801,-1.98824045558089,-2.67913967893337,0.690899223352477
"157",-2.31233073029178,0.101954614137385,2004,4,"WAH3","D",-2.10842150201701,-2.51623995856655,-1.9660019536782,-2.65865950690537,0.692657553227176
"158",-2.27939573616166,0.102229251412511,2005,4,"WAH3","D",-2.07493723333664,-2.48385423898668,-1.93213404648365,-2.62665742583967,0.694523379356017
"159",-2.23295505832392,0.102165365365149,2006,4,"WAH3","D",-2.02862432759362,-2.43728578905422,-1.88591038262623,-2.57999973402162,0.694089351395387
"160",-2.17394714725511,0.101891475503507,2007,4,"WAH3","D",-1.97016419624809,-2.37773009826212,-1.82783284573922,-2.520061448771,0.692228603031778
"161",-2.10601355054288,0.101837958905673,2008,4,"WAH3","D",-1.90233763273154,-2.30968946835423,-1.76008103911088,-2.45194606197489,0.691865022864006
"162",-2.03449768257247,0.102101254128598,2009,4,"WAH3","D",-1.83029517431527,-2.23870019082966,-1.68767078579836,-2.38132457934657,0.693653793548209
"163",-1.96493553169187,0.102304240940307,2010,4,"WAH3","D",-1.76032704981126,-2.16954401357248,-1.61741911071366,-2.31245195267007,0.695032841956412
"164",-1.9015331777335,0.102217996532165,2011,4,"WAH3","D",-1.69709718466917,-2.10596917079783,-1.55430971966447,-2.24875663580253,0.694446916138065
"165",-1.84612382121388,0.102213171350218,2012,4,"WAH3","D",-1.64169747851345,-2.05055016391432,-1.49891675376508,-2.19333088866269,0.694414134897608
"166",-1.79792663002162,0.102734354125107,2013,4,"WAH3","D",-1.59245792177141,-2.00339533827184,-1.44894916116091,-2.14690409888234,0.697954937721426
"167",-1.75415069071997,0.103445908051041,2014,4,"WAH3","D",-1.54725887461789,-1.96104250682206,-1.40275615027551,-2.10554523116444,0.702789080888923
"168",-1.71119687194469,0.103547331964097,2015,4,"WAH3","D",-1.5041022080165,-1.91829153587289,-1.35945780545769,-2.0629359384317,0.703478132974015
"169",-1.66600868046569,0.103423059992928,2016,4,"WAH3","D",-1.45916256047984,-1.87285480045155,-1.31469175239887,-2.01732560853252,0.702633856133649
"170",-1.61707761972249,0.105846222682225,2017,4,"WAH3","D",-1.40538517435804,-1.82877006508694,-1.2575294705695,-1.97662576887548,0.719096298305983
"171",-1.56472913131863,0.114529583547744,2018,4,"WAH3","D",-1.33566996422314,-1.79378829841411,-1.17568454621819,-1.95377371641906,0.778089170200869
"172",-1.51054958678837,0.130651120797269,2019,4,"WAH3","D",-1.24924734519383,-1.77185182838291,-1.0667418865509,-1.95435728702585,0.887615400474951
"173",-3.63775496372839,0.220336832239983,1977,5,"WAH3","D",-3.19708129924843,-4.07842862820836,-2.8892946198958,-4.38621530756098,1.49692068766519
"174",-3.58505954476237,0.17061799891608,1978,5,"WAH3","D",-3.24382354693021,-3.92629554259453,-3.00548869029138,-4.16463039923336,1.15914170894198
"175",-3.52362707720615,0.136591519843725,1979,5,"WAH3","D",-3.2504440375187,-3.7968101168936,-3.05964048509838,-3.98761366931392,0.92797318421554
"176",-3.44334581699819,0.12171045073824,1980,5,"WAH3","D",-3.19992491552171,-3.68676671847467,-3.02990860415697,-3.85678302983941,0.826874425682446
"177",-3.33613791286117,0.117965998144948,1981,5,"WAH3","D",-3.10020591657127,-3.57206990915106,-2.93542019973748,-3.73685562598485,0.801435426247368
"178",-3.19932520694358,0.115239582883324,1982,5,"WAH3","D",-2.96884604117693,-3.42980437271022,-2.80786883103438,-3.59078158285278,0.782912751818401
"179",-3.03709961038924,0.110798707158987,1983,5,"WAH3","D",-2.81550219607126,-3.25869702470721,-2.66072840811063,-3.41347081266785,0.752742404557218
"180",-2.86001512775073,0.107089699270341,1984,5,"WAH3","D",-2.64583572921005,-3.07419452629142,-2.49624302336871,-3.22378723213276,0.727544208764056
"181",-2.68285974670196,0.105836698773652,1985,5,"WAH3","D",-2.47118634915466,-2.89453314424926,-2.3233439492344,-3.04237554416952,0.719031594935127
"182",-2.52160723737957,0.105770041339267,1986,5,"WAH3","D",-2.31006715470103,-2.7331473200581,-2.16231786799373,-2.8808966067654,0.718578738771668
"183",-2.39028763642294,0.105277269790772,1987,5,"WAH3","D",-2.17973309684139,-2.60084217600448,-2.03267215859154,-2.74790311425433,0.715230955662797
"184",-2.29852297323028,0.104690418540024,1988,5,"WAH3","D",-2.08914213615024,-2.50790381031033,-1.94290096550757,-2.65414498095299,0.711244015445421
"185",-2.25020050636054,0.105113331837152,1989,5,"WAH3","D",-2.03997384268623,-2.46042717003484,-1.89314190799357,-2.6072591047275,0.714117196733922
"186",-2.24340093198484,0.106249360567119,1990,5,"WAH3","D",-2.0309022108506,-2.45589965311908,-1.88248336712013,-2.60431849684955,0.721835129729424
"187",-2.27137843154194,0.106690767360102,1991,5,"WAH3","D",-2.05799689682174,-2.48475996626215,-1.90896145563148,-2.6337954074524,0.724833951820924
"188",-2.32419064055782,0.106006366048883,1992,5,"WAH3","D",-2.11217790846005,-2.53620337265559,-1.96409850174113,-2.68428277937451,0.720184277633388
"189",-2.39053333708021,0.105406325514186,1993,5,"WAH3","D",-2.17972068605184,-2.60134598810858,-2.03247947094061,-2.74858720321981,0.716107732279196
"190",-2.45942206953734,0.106061037683515,1994,5,"WAH3","D",-2.24729999417031,-2.67154414490437,-2.09914421710192,-2.81969992197276,0.720555704870844
"191",-2.52151538196717,0.107433239228932,1995,5,"WAH3","D",-2.3066489035093,-2.73638186042503,-2.15657630957115,-2.88645445436318,0.729878144792032
"192",-2.57001657239388,0.108067591551898,1996,5,"WAH3","D",-2.35388138929008,-2.78615175549768,-2.20292267389398,-2.93711047089378,0.734187796999799
"193",-2.60117032584288,0.107541729536192,1997,5,"WAH3","D",-2.3860868667705,-2.81625378491527,-2.23586272362891,-2.96647792805685,0.730615204427941
"194",-2.61437649904513,0.106802895115785,1998,5,"WAH3","D",-2.40077070881356,-2.8279822892767,-2.25157863729856,-2.97717436079169,0.725595723493126
"195",-2.61190721244389,0.106622627401004,1999,5,"WAH3","D",-2.39866195764188,-2.8251524672459,-2.24972170059097,-2.97409272429681,0.724371023705848
"196",-2.59818960012046,0.106474475191836,2000,5,"WAH3","D",-2.38524064973678,-2.81113855050413,-2.23650734526858,-2.95987185497233,0.723364509703752
"197",-2.57865303711101,0.105537999593866,2001,5,"WAH3","D",-2.36757703792328,-2.78972903629874,-2.2201518883907,-2.93715418583132,0.717002297440628
"198",-2.55825117247163,0.104281267084695,2002,5,"WAH3","D",-2.34968863830224,-2.76681370664102,-2.20401900790779,-2.91248333703547,0.708464329127684
