# Array shape: (10, 10, 4)
0.0000000000 0.4684544361 0.8307880733 0.7308033114
0.8222750659 0.5306416388 0.7364896331 0.6039373482
0.4425104184 0.7459720956 0.6602251850 0.5838833075
0.6447219393 0.6757812239 0.7486139203 1.1046095970
0.6886496379 0.6836827428 0.7353393642 0.6192796541
0.8016887341 0.7549091101 0.8164537311 0.8102203296
0.6507791115 0.6008130542 1.0309238776 0.8965543776
0.7233484021 0.5540301250 0.6752662004 0.5226362523
0.6110089488 0.4297458270 0.5079960804 0.5925057898
0.8474898804 0.8392563840 0.6600527706 1.0375983130

0.7518516899 0.9398635477 0.9781218115 0.8097498450
0.0000000000 0.7467661029 1.0745880925 0.9804056323
0.4977453572 0.7983440633 0.7783439070 0.8204380158
0.8415727347 0.6544611629 1.1618002193 1.1415333355
0.7147040961 0.9293744261 1.1472504310 1.2438466905
1.0444114804 1.1911863787 1.0095136858 1.1251488861
0.7154061666 0.9279749208 1.0889877554 0.9917145435
0.7337664292 0.7493459033 0.9441568280 1.0149421210
0.7256627092 0.8543314461 0.6811632637 0.8174610591
0.6231938883 0.7306650185 0.7271125941 0.8993853840

0.4453037653 0.7204778349 0.5087921828 0.5478157588
0.5434314033 0.6526472648 0.8561161640 0.6785486846
0.0000000000 0.6155008495 0.6675859304 0.6823666025
0.7544571747 0.8407203216 0.9317858359 0.7459175347
0.8375541544 0.9289401546 0.9337855080 0.6883106747
0.5637204658 0.8682855147 0.8916820035 1.0470883413
0.8443242676 0.5977556022 1.0732760518 0.8248877323
0.8349378429 1.0033584507 0.7483561079 0.6871436769
0.5736281415 0.7614002979 0.9016183615 0.5108302801
0.7622534533 0.7277656413 0.6949620725 0.6794680474

0.6983674804 0.6082495188 0.6285232752 0.6496977282
0.8619236529 0.8507805339 0.8333383468 0.8641981284
0.7094742551 0.6452432925 0.6333099401 0.8746805484
0.0000000000 1.0142859540 0.9640618543 0.7164996097
0.8713701560 1.1697390310 1.0531972136 1.1728742604
0.8715550520 0.8535974415 1.1749844428 1.0171660998
0.8116826950 1.2305209069 1.0464128910 1.1168677075
0.6724858988 0.9268565251 0.8656415656 0.7952920931
0.9129672949 0.7625663580 0.9759577244 1.0771276750
0.9315597556 0.7777015064 0.8282506650 0.6902843134

0.7453451082 0.6158655882 0.7071029918 0.6019188877
1.0363501032 1.0065606220 1.0207957143 1.1303130927
0.7389025333 1.0739617515 0.9761479030 0.8340328869
0.8229280271 0.8306032401 0.8718857106 1.0841011649
0.0000000000 0.9724715137 1.1232811640 1.3841693616
1.0256687621 1.3699131716 1.2839019715 1.3226347847
0.9615865823 1.1978309178 1.4365119943 1.1912380327
1.1478358439 0.8643076735 0.9230901588 0.9084114206
1.0052531008 0.8763823555 0.9740262318 0.7711689910
0.8898738618 1.0643684130 0.9612588184 0.9086408294

0.7662999446 1.0558687277 0.7712075853 0.7325743253
0.9360892018 0.9306380394 1.1143727756 1.0400836057
0.5060740067 0.9977693612 0.7904831394 0.8348395683
0.8453764668 0.9893659888 0.8935091067 1.1623818891
0.9737190658 1.1268985731 1.2392384564 1.0382779196
0.0000000000 1.0812306143 0.9336469243 1.3602652956
1.1181861723 0.9792715784 1.4654855328 1.2926504198
0.7770697029 0.8266834226 0.9749259515 1.3638886214
0.5184008302 0.7363570818 0.8616697901 0.7893701924
0.8332615721 0.6283204089 0.9002114605 1.1279215374

0.7795402968 0.8481915845 0.6084975719 0.8254551199
0.8047311458 1.1559956759 1.1066261238 1.1490153598
0.7427083830 0.8371433979 0.7138374764 1.0044141343
0.8268544527 0.6409051160 1.0545867932 1.1078979808
1.0996741527 0.9008331291 1.3622277049 1.3168939186
1.1927596390 0.8830792135 1.3712746884 1.3373050270
0.0000000000 1.1297543473 1.0321317916 1.0079217086
0.9457074340 0.7834068534 0.8699927678 0.9289859295
1.0308137171 0.8789603005 0.8753743757 0.9259630474
