"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0
"3",0,0,0.0895535472557779,0.14550351790636,0,0,0,0,0,0.0149139983180182
"4",0.740299929967788,0,0.721809263892776,2.33482526719694,0.315908257158819,0,1.91546400983308,0,0,0
"5",0.630119791821971,0.1620108204087,1.71581798228962,0.489070003384703,2.2326662727108,0.194781051224527,2.38974260996895,0.154570399944199,0,0
"6",0.165990798355139,0,0.51543092942463,1.2334978971822,0.840973940567261,0.153425026431556,0.538970826045751,0.02508059910332,0,0.0870422071601954
"7",1.69801052046544,1.67634243821799,3.10510945944292,5.61746106215144,2.09509302683622,0.106601486090282,0.834554939280842,0.179222819383768,0.296546680841179,0.0783535610629302
"8",1.23580257293054,1.69510560471871,2.3988552835026,1.66078837513807,3.03421142547057,0.182437691204955,0.801503587430533,0.291717817818701,0,0
"9",0.868021435116055,0.349409408190091,3.16525221353244,3.21844966037935,1.69553881795953,0.348491568798437,3.07180206170727,0.173088104314311,0.514671893429873,0
"10",0.532802121566798,2.64234874839949,4.98443096546555,8.63057799660873,3.20022231387365,0.180124652211251,3.98577411606046,0.169737885177728,0.29763532003017,0
"11",1.50870657823298,2.30725967468145,9.00645259910011,2.67307992238335,5.31548643440231,0.23196501694169,6.06813811601537,0.218695393246084,0.132338140728386,0
"12",0.684260146933136,0.555671728328032,2.76238211554631,7.95577418003735,2.04143065526459,2.16351138995747,3.01904328232543,0.062299301175976,0.190317780026654,0
"13",0.81649269148205,3.52282346120377,6.5719287745935,3.90873477828753,8.55022585047843,0.879905431574631,3.09750736037917,0.333595657640941,0.652333015039863,0
"14",1.72447437680041,2.23133424275968,5.9948541532756,3.67716127621606,3.92977678125139,3.72897881709398,1.5193033259304,0.170372311686366,0.0926366985098699,0.113109690622299
"15",0.973522868440379,0.618018058791928,5.32124089002411,5.08786444531907,2.95465626326559,2.54210771265552,0.953703428931986,0.51138944806142,0.427652896957204,0
"16",1.18645357452182,3.17259970937331,6.44745318226106,7.32784497173176,9.96529313924605,1.32548618669848,5.7248841292336,0.325710408161688,0,0
"17",3.78015427264278,0.806714281672389,14.9411280711357,1.30342701475788,13.4477710377548,2.54238784017818,2.99536662430265,0.773580688162118,0,0
"18",0.923412622444439,1.36453245872999,5.74538678335445,2.29814498404001,4.32189257055077,0.402618841987817,4.2977849933608,0.327683508045684,0,1.04218586985556
"19",3.00104869757219,0.164482739150174,11.097318109545,0.583448021348004,8.54174443646076,1.87626365708138,8.53368317838417,0.860167934611353,0,0
"20",1.77979596841525,0.421844245962692,10.0580210949198,0.767620354443545,5.42273773287376,0,3.15742742946456,0.145475439658234,0,0
"21",1.94861672840605,0.115206954558103,10.826988072319,1.39642583424269,3.15853587713554,0.0499941563105291,1.74210685351404,0.17491261682325,0,0.584437901541342
"22",1.92832303458781,1.08412294881308,9.39704783750707,0.96285392153547,3.49084292418832,0.442735499761513,0.233731635727212,0,2.62529347601052,0.0202058369596261
"23",0.955953892070331,0.318390626230336,3.79034518633943,1.0496065613258,7.65701725805165,2.08678615992785,2.32354403735516,1.3572403533143,0.169208266325401,0
