"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0876096027197664,0,1.29398694178512,2.71921700865214,33.7746781095986,6.34147847983147,15.2033899210222,16.6588968020942,7.24137926356384,9.37339173631814
"2",0.280294013804445,0,7.24217849876268,0.604954647517029,0.0512008972259304,2.41199539188385,4.33877660825029,8.67887301679438,0,9.84308585832965
"3",0.478467932241693,0.0718875788430829,0.688642229621127,0.36950096435289,1.59154614707452,45.9544564556664,2.59089933809058,20.6339843516716,78.0771481761455,35.7227737894161
"4",0.677199945279834,0.299970064934293,0.461481747887623,7.28596559737712,3.45572915122613,68.5073552382708,22.950336105508,33.3974349187955,15.1663395849849,37.8709498904941
"5",0.996839595443261,0.211461979749948,0.403367668799963,5.61921921707168,1.81314989842565,14.6540589233272,46.7693867998604,23.3785800232611,2.78838699722181,9.17466595815576
"6",1.91203126296307,0.127241064142511,4.59146616247971,8.41015103251973,5.33733117222449,43.057670436296,10.3086139666852,54.1928755778252,5.00413750315897,16.3023416534304
"7",2.92488523226105,0.428008139097761,4.02287839133127,45.1630157576657,11.1880172614153,26.2685101506337,26.4915016758298,36.6059657788994,25.3633527246253,16.6974736842621
"8",2.24310839984325,2.45963925528099,2.18256864697717,15.0581195886831,22.8425816462938,26.8496707607262,46.7929950329183,39.0597875137766,16.7554644421021,16.3929882957553
"9",4.07652436576286,1.13287471033939,3.9022692498491,62.6823564052518,29.5211884475167,7.99340977749578,47.3942086418733,68.4443870837382,28.8599031261176,47.2370663848619
"10",5.12345005295068,1.4092471728793,7.21358841698796,22.0328178403942,38.2262451978913,24.3523003084727,45.6513726121573,103.71930273732,51.2680029873567,44.7651741165516
"11",5.21787807479261,2.11012833044758,4.70267386601773,32.5205490746948,38.9700304419202,54.8174643788229,33.7000106284768,91.6775747923151,65.1439747144615,31.0167825731469
"12",9.03113075426157,4.99103648801186,19.5300114016764,38.5923605831195,35.1710329867016,64.4495332063055,76.3166635882003,74.782281517111,94.557677694037,29.6215992417681
"13",12.5870119119421,2.18567105432905,12.3459082224375,29.7175806414619,30.9233759879459,92.1794904817602,83.8663840684871,70.98601120159,67.5044616162517,40.541806690747
"14",4.71832880081748,1.85634571410122,22.6106021170464,15.3217253364573,32.7169189214974,39.2185131402847,44.4057215142148,71.5879167863658,36.9146113004717,25.7228145008089
"15",20.4956542553361,2.13586654551493,16.4069254074108,25.1628984663216,37.5073643548468,77.4678902132227,99.3281249541739,83.8595197289112,140.083987025056,22.369418501407
"16",17.3353969623726,0.0497911629299235,29.3362431541315,40.9495676955533,61.5832563643229,58.8879413413526,112.822991911404,71.9973258584218,87.5239477507594,18.8941862164274
"17",7.72279651437914,1.45316759538386,13.7274728380722,13.7527309175953,49.4929681519754,40.0849819709637,55.4457411706826,55.5265332255812,68.7529764110629,10.5109262783187
"18",2.87010254760027,0.835733015671871,23.3956470060569,10.3918751877532,31.4220039525346,102.194926890897,78.505814818467,56.1184886008002,123.419352558144,21.2377281473152
"19",4.52606184665796,1.08875179972649,14.5194658048882,19.6399782518868,43.1261619772727,5.42571439333621,57.1893070740152,61.9477236584485,63.5458023648138,19.5639402042329
"20",13.0223410183276,0.41470767130748,23.8652822787887,12.1393396597879,24.4023035513883,28.3430803758401,30.3430238856576,46.1895642030667,62.1258560960485,26.1295124209564
"21",20.700376201803,0.66047871108029,27.6941775988071,15.0564114077952,25.4194034127982,70.5074263919095,40.4020254792394,57.0767254376295,44.4207554768914,18.8229267265796
"22",17.657366668696,4.04697495625721,26.9174797538018,9.49523406730597,14.6068208445671,40.398143565922,41.9602301436679,42.118415780252,65.5083641030192,17.0931705807655
"23",14.469088279471,4.2239391094534,24.7718053322654,14.7589043052684,40.1486558475748,32.5937609896832,28.6420296495657,25.0351750055163,37.3568328728221,10.0503964256887
"24",8.81711357943738,1.85129226199834,18.8559025017293,12.1667260448483,17.378096372971,36.946166474273,43.8860958619952,29.1612800349705,71.0140223507363,12.233472201259
"25",8.28566076771341,1.99140661014062,34.4530687514119,20.402246568249,30.2195513831011,59.5963731645173,74.2277646843706,51.6374720723745,74.6406627066192,31.6019881120534
"26",6.15176116294585,0.952027841350409,39.5855461514168,21.386755764701,54.1893625483089,30.0897446679415,71.5519378237808,74.9252996513082,78.2612820179868,16.0076964931738
"27",6.30917966697966,0.452263443066826,33.1159633168396,17.1502803063419,50.0066465188482,38.5013541179923,72.2994965220006,143.156184786994,158.207159572355,25.4819302239625
"28",3.83093202382096,0.41480779354741,23.2879220492182,14.5840333357166,41.8419067317738,46.7596230897651,51.6454801806014,76.152149892978,110.126050876403,30.6299783690429
"29",6.87302462191322,0.778245197417681,29.109653939764,19.7432853133867,58.6491977459072,24.3759952693731,77.5291627367929,60.2649494311275,158.193769472188,22.812557291644
"30",5.40918407256557,0.779359665907641,50.8408240614522,42.8593159147328,53.0611936020193,43.7886633937109,67.1309792558873,83.0263924924437,129.476591009122,16.2177165704376
"31",5.71685626743443,0.975923591965702,37.6693012804341,17.3863605316791,57.7014865482561,28.165247086188,96.4794467534142,110.773535934434,94.7201307397941,16.8078939986876
"32",4.44192588596606,0.31447746927699,31.3555927535158,19.4904986024231,19.0655479159547,9.40375609041809,56.9643903894323,75.338707651204,162.093927312215,25.9132390597307
"33",6.33851649364552,1.02935055712515,51.0510277007765,15.2129799418011,48.1991956113561,11.1025701873527,46.9549188299222,47.2660805803876,104.083246137262,24.1169294321096
"34",7.11586036997642,0.689098620513849,59.6572380412413,14.8687203305995,56.520745675847,8.36620180349846,75.3224929060045,51.6071488665602,82.3327336587841,25.3088024848565
"35",9.99446740163781,2.30146294441961,43.5418849692242,20.842957271432,41.4930233450062,40.2829355143972,82.6450049715444,75.0488188300478,124.009141213703,24.3012203956374
"36",13.3623092525982,1.32731053086008,34.5227493492062,13.9868131356958,28.6307422881783,25.0050007098998,34.5683614611709,74.6700657080324,80.8335619300897,20.5756979988335
"37",24.2770471694779,3.81365180819833,41.6120674311434,22.5406733621913,40.6086315195512,35.90334348614,57.572207660974,123.169128249648,246.349253486546,67.0360769515388
"38",12.454181972669,4.86306818495458,27.6853456991301,40.3232108494146,59.6000710769614,54.6653721553874,51.1034439055552,99.4604479005236,119.714095408668,37.0720217541091
"39",31.6813076920965,0.881911218571374,24.0671967577249,27.7703245472065,77.8045994694884,69.0507482627798,50.1380500673556,110.155080305636,102.946202287181,57.1844899741128
"40",6.81234231871139,40.169670651508,53.8836299517802,17.8718979257206,53.6468245848268,15.3579379366494,51.431650352956,96.8791850597325,75.548422773505,47.5242029614544
"41",12.1020553901494,2.52671234425924,24.1112877646364,19.6800650351844,37.878794572289,15.6715038352868,49.4496729846134,30.6907732518133,35.1120865335225,33.0149001951795
"42",10.7296401803261,1.62690724340876,61.4607664105461,21.028017940747,46.4596703707237,39.3929333081679,26.0582736574874,61.4871567577146,24.6634874267457,36.9189054624205
